N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Temperature,Humidity,Rainfall,Season,Irrigation_Type,Recommended_Crop
122,29,88,6.53,47.35,Loamy,30.47,55.64,1884.77,Rabi,Drip,Rice
144,45,47,4.73,40.46,Clay,31.47,73.13,1493.65,Zaid,Rainfed,Sugarcane
76,24,33,5.46,21.94,Loamy,28.56,42.93,1146.37,Rabi,Rainfed,Potato
49,71,74,7.6,18.59,Sandy,12.26,76.44,1490.14,Zaid,Canal,Wheat
133,12,27,4.99,12.51,Clay,11.78,47.54,1156.1,Zaid,Canal,Sugarcane
136,14,55,5.53,12.28,Clay,22.88,45.69,2599.2,Zaid,Drip,Rice
79,65,65,8.28,19.36,Clay,37.91,78.55,916.34,Zaid,Sprinkler,Maize
117,40,72,7.8,15.03,Loamy,25.74,40.46,983.9,Zaid,Rainfed,Millet
145,44,16,7.63,37.81,Sandy,36.28,81.75,2186.94,Rabi,Rainfed,Rice
113,80,115,7.96,27.9,Sandy,12.9,88.67,2722.6,Zaid,Drip,Wheat
153,79,114,7.5,32.25,Loamy,31.73,49.19,2104.32,Rabi,Sprinkler,Rice
141,35,75,4.98,39.7,Clay,17.36,85.67,437.24,Zaid,Canal,Sugarcane
127,10,49,6.57,42.96,Loamy,25.73,63.98,2717.15,Zaid,Rainfed,Rice
23,16,63,6.28,42.41,Loamy,18.79,45.56,2354.11,Zaid,Drip,Wheat
112,45,40,5.74,23.04,Silt,31.37,57.16,871.21,Kharif,Sprinkler,Rice
25,85,106,7.84,50.48,Sandy,22.03,78,375.3,Zaid,Rainfed,Cotton
51,34,61,6.36,55.89,Loamy,23.87,70,2208.94,Rabi,Sprinkler,Rice
125,68,103,4.74,25.8,Clay,17.36,59.69,856.82,Kharif,Sprinkler,Barley
34,70,40,5.6,10.85,Loamy,18.44,45.44,1666.67,Zaid,Sprinkler,Wheat
141,38,43,5.41,54.96,Loamy,15.38,73.55,450.77,Kharif,Rainfed,Tomato
115,27,16,8.05,56.18,Loamy,26.61,48.8,1790.85,Kharif,Drip,Rice
25,50,98,7.09,12.55,Clay,14.35,49.86,260.13,Zaid,Rainfed,Wheat
131,28,25,6.74,10.25,Silt,18.05,74.81,1695.18,Zaid,Canal,Wheat
139,13,31,6.53,50.82,Loamy,25.91,63.51,2534.35,Rabi,Sprinkler,Rice
142,74,109,7.1,25.07,Sandy,18.24,41.15,1826.08,Kharif,Drip,Wheat
86,50,62,7.52,55.73,Loamy,27.65,71.23,2677.02,Kharif,Sprinkler,Rice
125,24,100,6.72,20.84,Silt,10.42,45.48,1736.87,Kharif,Drip,Wheat
158,63,26,8.25,53.06,Loamy,39.2,75.63,2124.81,Kharif,Rainfed,Rice
62,73,13,8.41,13.43,Sandy,31.9,58.72,1225.55,Kharif,Canal,Pulses
115,81,70,8.48,23.03,Silt,25.11,65.7,1031.04,Rabi,Drip,Sugarcane
151,24,108,7.18,58.66,Sandy,37.63,66.06,1140.3,Kharif,Drip,Sugarcane
100,88,114,8.23,21.56,Sandy,36.09,38.81,487.83,Kharif,Sprinkler,Millet
60,59,95,6.12,16.65,Sandy,21,69.03,912.3,Zaid,Sprinkler,Wheat
152,31,61,7.94,52.85,Silt,13.48,82.03,1283.7,Kharif,Rainfed,Wheat
54,27,44,8.14,15.89,Silt,17.57,83.47,1156.34,Kharif,Sprinkler,Wheat
41,89,53,8.12,14.87,Sandy,16.26,71.31,1587.65,Zaid,Sprinkler,Wheat
131,11,24,7.82,26.17,Sandy,32.5,88.14,1567.15,Rabi,Drip,Rice
30,45,70,6.13,41.77,Clay,26.44,65.9,2259.13,Kharif,Sprinkler,Rice
22,29,113,5.14,45.54,Silt,35.5,45.29,1308.08,Rabi,Rainfed,Barley
156,25,53,5.84,54.06,Loamy,24.69,69.61,2096.23,Kharif,Canal,Rice
79,76,30,7.57,37.05,Silt,33.09,84.55,2693.75,Zaid,Rainfed,Rice
95,39,86,5.43,29.67,Clay,19.7,51.53,1476.16,Zaid,Rainfed,Pulses
106,64,56,6.41,27.94,Clay,28.06,45.89,1749.6,Zaid,Canal,Rice
33,75,84,6.76,52.35,Sandy,29.18,87.99,2096.1,Kharif,Rainfed,Rice
37,35,58,6.92,46.19,Silt,32.78,75.99,1583.5,Zaid,Rainfed,Rice
132,66,62,8.24,55.27,Loamy,33.98,32.99,656.96,Kharif,Drip,Millet
92,78,36,7.15,58.2,Silt,18.3,63.67,1022.01,Rabi,Rainfed,Wheat
42,11,40,7.65,25,Clay,21.55,44.07,278.92,Kharif,Rainfed,Potato
102,65,53,6.83,36.48,Loamy,16.21,47.21,2114.06,Zaid,Rainfed,Wheat
144,71,41,7.83,41.59,Loamy,32.44,35.26,982.81,Kharif,Canal,Millet
88,43,39,5.55,18.19,Sandy,18.12,43.86,2506.11,Rabi,Canal,Potato
66,65,27,5.34,12.67,Silt,21.73,60.31,2036.55,Rabi,Drip,Rice
135,64,72,8.21,53.39,Silt,34.09,34.71,2261.17,Zaid,Rainfed,Rice
49,29,25,7.27,36.78,Silt,20.19,83.38,2670.9,Kharif,Drip,Rice
44,59,44,7.19,38.54,Loamy,18.75,76.52,1391.96,Kharif,Sprinkler,Wheat
131,34,71,6.37,37.75,Clay,29.54,52.88,728.11,Zaid,Sprinkler,Millet
44,34,18,6.01,47.75,Clay,39.26,37.81,2819.43,Rabi,Canal,Rice
93,62,71,6.72,17.28,Sandy,11.88,89.64,2988.32,Rabi,Sprinkler,Wheat
77,23,48,4.98,40.7,Clay,35.04,63.8,810.31,Zaid,Canal,Maize
113,69,60,6.32,33.47,Silt,13.65,55.38,2274.77,Zaid,Sprinkler,Wheat
138,52,110,6.32,54.85,Sandy,20.35,41.92,402.36,Zaid,Canal,Cotton
146,71,19,6.65,35.98,Clay,22.5,42.19,276.92,Kharif,Rainfed,Maize
44,85,61,7.04,57.15,Clay,31.56,77.77,2090.36,Kharif,Rainfed,Rice
97,78,21,8.33,27.66,Sandy,37.8,61.19,914.45,Rabi,Rainfed,Wheat
118,72,81,7.11,58.34,Loamy,13.06,89.04,2629.98,Rabi,Sprinkler,Wheat
135,11,71,8.03,53.76,Sandy,32.34,87.19,1636.6,Rabi,Drip,Rice
67,63,12,6.73,39.21,Loamy,19.67,42.41,2389.73,Kharif,Canal,Wheat
29,25,92,7.01,27.69,Silt,37.06,89.96,489.71,Rabi,Sprinkler,Millet
118,64,20,4.78,28.8,Loamy,18.35,89.2,2648.49,Rabi,Rainfed,Sugarcane
30,52,17,5.03,48.64,Sandy,30.82,77.96,731.83,Kharif,Drip,Millet
104,70,99,6.82,39.03,Silt,14.94,53.45,1791.03,Kharif,Sprinkler,Wheat
154,47,118,6.08,30.08,Sandy,38.74,43.45,1907.13,Zaid,Sprinkler,Rice
145,54,32,7.7,41.8,Sandy,10.13,36.19,384.66,Rabi,Rainfed,Wheat
83,60,19,6.67,46.66,Loamy,16.99,33.12,2937.18,Rabi,Drip,Wheat
21,51,27,8.03,11.15,Loamy,30.28,79.25,1046.27,Kharif,Sprinkler,Millet
95,33,85,8.39,14.49,Loamy,35.61,86.73,2199.52,Kharif,Drip,Rice
140,39,48,5.09,14.72,Silt,39.81,76.35,1968.61,Zaid,Canal,Rice
61,46,35,6.08,21.6,Loamy,15.2,75.54,292.63,Zaid,Canal,Wheat
73,62,20,7.16,31.35,Silt,19.21,54.91,2614.61,Kharif,Rainfed,Wheat
94,72,19,5.72,50.18,Sandy,36.76,68.47,1052.41,Rabi,Rainfed,Barley
35,20,12,5.57,27.55,Sandy,10.97,70.27,897.36,Zaid,Canal,Millet
37,87,71,7.75,10.87,Loamy,32,45.44,363.94,Kharif,Rainfed,Millet
109,32,80,8.42,34.17,Clay,22.69,74.32,900.93,Zaid,Drip,Millet
25,89,70,7.6,59.83,Sandy,30.66,38.77,1936.17,Rabi,Sprinkler,Rice
127,59,13,6.59,27.45,Clay,25.75,47.61,762.43,Rabi,Sprinkler,Millet
67,64,70,6.27,58.06,Clay,28.81,65.38,1506.2,Rabi,Canal,Rice
61,64,113,6.66,15.07,Clay,30,62.37,2439.16,Zaid,Sprinkler,Rice
95,13,17,6.35,18.65,Loamy,28.94,72.27,2874.52,Kharif,Canal,Rice
96,63,111,6.51,46.21,Silt,29.94,64.97,2161.38,Rabi,Canal,Rice
151,70,22,5.31,35.06,Sandy,27.05,32.97,748.05,Kharif,Rainfed,Millet
149,87,21,8.11,48.26,Clay,31.42,88.66,1272.79,Kharif,Sprinkler,Sugarcane
78,14,44,7.52,53.18,Silt,33.28,75.81,1751.34,Zaid,Rainfed,Rice
46,27,111,7.22,22.55,Loamy,33.64,82.83,2639.94,Zaid,Sprinkler,Rice
98,53,63,8.3,44.14,Sandy,35.61,78.24,1733.63,Zaid,Canal,Rice
91,40,60,5.64,40.38,Silt,19.49,42.74,1575.62,Kharif,Rainfed,Barley
26,30,52,4.82,53.08,Loamy,32.37,85.96,927.18,Kharif,Sprinkler,Millet
130,56,109,7.8,31.51,Sandy,38.4,89.05,1598.89,Rabi,Canal,Rice
138,39,75,8.49,12.59,Sandy,21.02,34.72,1092.4,Zaid,Canal,Sugarcane
82,64,24,6.81,38.71,Loamy,33.33,39.51,1780.49,Kharif,Sprinkler,Rice
143,77,58,4.74,57.94,Clay,18.74,89.42,2464.4,Zaid,Drip,Sugarcane
31,78,43,7.62,10.73,Sandy,15.27,47.61,2848.03,Rabi,Drip,Wheat
62,50,48,4.79,22.01,Sandy,23.39,79.19,2466.87,Rabi,Drip,Rice
36,54,35,6.66,25.8,Clay,34.2,34.45,2519.24,Zaid,Canal,Rice
82,83,78,5.61,48.29,Silt,19.21,73.95,1202.38,Rabi,Drip,Potato
139,89,57,8.16,26.16,Sandy,18.85,72.08,2147.41,Rabi,Sprinkler,Wheat
55,39,98,6.31,21.95,Silt,18.33,86.26,1286.66,Kharif,Rainfed,Wheat
27,86,60,8.09,42.43,Clay,16.54,73.72,267.85,Zaid,Sprinkler,Wheat
88,54,107,5.7,12.32,Sandy,28.33,32.48,2676.72,Rabi,Canal,Rice
109,54,13,6.05,18.53,Clay,17.3,57.03,346.42,Zaid,Canal,Wheat
55,88,107,8.29,30.4,Sandy,38.05,50.87,523.47,Rabi,Canal,Millet
47,54,36,5.31,27.78,Sandy,20.38,64.24,251.49,Kharif,Canal,Cotton
137,64,51,6.81,27.36,Sandy,26.27,55.7,388.32,Zaid,Drip,Millet
112,68,65,6.05,15.43,Clay,22.28,46.85,365.24,Kharif,Drip,Cotton
95,14,102,7.6,28.04,Sandy,38.88,69.66,2096.46,Kharif,Canal,Rice
120,41,78,5.02,49.9,Silt,22.72,48.67,2589.8,Zaid,Canal,Rice
33,15,27,6.25,30.69,Loamy,26.91,81.04,2430.73,Rabi,Canal,Rice
90,35,70,7.3,39.31,Loamy,32.9,49.38,1953.6,Rabi,Canal,Rice
143,46,13,6.13,18.18,Loamy,15.14,60.92,2400.79,Zaid,Sprinkler,Wheat
144,22,10,4.73,13.49,Silt,10.98,79.56,1478.38,Rabi,Sprinkler,Sugarcane
56,78,59,7.32,54,Sandy,23.65,79.37,2737.94,Rabi,Sprinkler,Rice
48,34,93,6.51,26.57,Clay,26.52,65.17,1487.74,Kharif,Sprinkler,Sugarcane
38,22,79,4.55,27.52,Clay,18.61,52.8,278.99,Kharif,Canal,Potato
125,29,29,6.95,53.88,Sandy,23.88,63.48,2166.93,Zaid,Drip,Rice
40,81,29,8.18,45.39,Silt,28.45,80.98,2526.06,Rabi,Canal,Rice
83,69,55,4.94,47.81,Loamy,39.2,43.13,828.82,Kharif,Rainfed,Pulses
46,82,36,6.86,44.1,Silt,28.05,37.35,1089.97,Rabi,Canal,Potato
74,30,35,7.41,15.29,Silt,23.47,64.92,2145.89,Kharif,Canal,Rice
48,70,41,4.78,57.9,Clay,10.68,64.44,1806.69,Kharif,Drip,Cotton
44,88,19,4.59,55.46,Sandy,19.32,47.59,2691.91,Kharif,Rainfed,Millet
89,35,91,6.36,21.81,Clay,20.75,56.07,1537.49,Kharif,Sprinkler,Rice
82,63,114,7.66,50.2,Loamy,24.31,35.31,2082.87,Rabi,Sprinkler,Rice
149,51,21,5.14,30.47,Loamy,33.47,37.85,960.58,Rabi,Drip,Wheat
35,20,83,7.85,44.19,Clay,33.28,79.7,2802.41,Kharif,Rainfed,Rice
119,46,97,7.13,18.28,Sandy,35.36,57.87,1235.43,Zaid,Rainfed,Sugarcane
49,20,33,5.83,36.93,Sandy,18.7,35.99,1710.69,Zaid,Canal,Potato
64,36,60,6.56,16.33,Silt,20.39,87.71,1926.15,Zaid,Drip,Rice
38,43,47,8.36,36.81,Silt,14.51,42.6,911.97,Rabi,Drip,Wheat
53,47,55,5.37,22.18,Clay,35.72,49.01,1086.88,Zaid,Canal,Rice
81,70,98,6.5,32.62,Loamy,29.57,88.35,1606.79,Zaid,Drip,Rice
137,62,17,7,43.4,Sandy,12.33,40.85,958.42,Kharif,Sprinkler,Wheat
119,74,64,5.05,53.85,Clay,19.11,88.12,564.43,Kharif,Canal,Cotton
41,12,87,4.67,18.26,Clay,14.58,73.33,2542.45,Rabi,Sprinkler,Barley
130,76,116,4.55,54.66,Loamy,39.08,55.62,1109.23,Zaid,Canal,Sugarcane
92,37,40,5.8,29.5,Silt,19.74,65.7,1364.76,Rabi,Rainfed,Potato
57,23,97,4.8,52.19,Loamy,24.89,60.47,1732.07,Kharif,Sprinkler,Rice
89,61,25,7.72,35.63,Silt,19.54,78.28,2558.78,Rabi,Rainfed,Wheat
135,39,29,8.49,53.11,Silt,24.23,33.77,592.9,Rabi,Canal,Barley
98,67,47,4.75,43.14,Sandy,39.96,78.8,1952.67,Kharif,Rainfed,Rice
28,63,24,6.23,35.44,Sandy,18.62,88.24,1183.02,Zaid,Canal,Wheat
51,78,87,4.6,25.63,Silt,18.48,55.77,2634.73,Zaid,Drip,Cotton
151,24,85,5.04,58.45,Silt,21.14,41.48,2051.33,Rabi,Rainfed,Rice
69,47,43,5.79,50.04,Sandy,15.08,36.53,606.54,Kharif,Rainfed,Cotton
101,87,81,6.07,29.06,Silt,32.17,50.81,1031.42,Kharif,Canal,Sugarcane
24,23,28,8.26,18.34,Silt,21.38,37.84,301.25,Rabi,Drip,Potato
106,66,119,6.08,48.98,Silt,27.43,43.78,2357.57,Zaid,Sprinkler,Rice
145,68,78,6.49,59.5,Loamy,29.84,69.27,1355.81,Kharif,Rainfed,Sugarcane
94,17,100,5.48,23.95,Clay,11.06,54.95,336.29,Kharif,Rainfed,Rice
41,81,72,4.5,55.79,Silt,29.32,84.06,237.68,Kharif,Sprinkler,Millet
87,28,114,8.1,16.27,Sandy,25.98,57.83,2875.53,Zaid,Canal,Rice
63,41,86,4.83,57.61,Silt,12.49,39.25,2586.54,Zaid,Sprinkler,Cotton
53,38,41,8.36,47.27,Silt,13.73,38.32,1136.44,Rabi,Drip,Wheat
96,50,104,5.02,27.33,Sandy,23.22,71.59,1646.44,Zaid,Canal,Rice
61,84,114,6.92,25.23,Sandy,20.39,68.03,1812.54,Zaid,Rainfed,Rice
156,54,119,8.5,42.17,Silt,23.12,72.47,1642.81,Rabi,Drip,Rice
125,22,46,5.05,39.68,Clay,29.07,50.33,1062.4,Rabi,Canal,Sugarcane
114,36,75,6.2,55.95,Sandy,14.63,84.9,1293.6,Zaid,Drip,Wheat
154,28,16,7.62,48.31,Sandy,29.87,36.83,707.27,Rabi,Canal,Millet
87,35,57,4.63,37.02,Loamy,34.54,31.97,293,Rabi,Rainfed,Millet
147,62,20,7.26,56.38,Silt,10.09,74.53,633.22,Zaid,Sprinkler,Wheat
104,60,84,4.82,39.64,Loamy,21.05,70.62,236.56,Zaid,Sprinkler,Pulses
102,46,96,5.45,52.48,Loamy,18.26,59.61,1412.59,Kharif,Canal,Sugarcane
114,18,40,5.14,52.05,Clay,22.96,32.62,2050.5,Kharif,Rainfed,Rice
51,61,53,8.13,55.96,Silt,28.46,36.85,706.62,Zaid,Sprinkler,Millet
85,63,54,5.22,13.38,Silt,15.63,41.72,1694.96,Zaid,Rainfed,Millet
135,12,81,4.66,39.19,Loamy,14.02,68.32,1109.91,Rabi,Canal,Sugarcane
157,78,65,6.85,33.42,Sandy,31.87,69.78,535.98,Kharif,Drip,Millet
149,17,41,5.88,34.53,Sandy,30.57,70.61,557.25,Rabi,Rainfed,Millet
79,23,30,6.12,33,Silt,23.83,78.18,1930.72,Kharif,Canal,Rice
36,12,40,4.98,51.87,Clay,25.04,31.49,529.58,Kharif,Drip,Millet
115,33,10,7.49,25.92,Clay,18.1,68.6,1749.13,Rabi,Drip,Wheat
35,22,86,6.91,33.14,Silt,19.88,45.09,733.74,Kharif,Drip,Wheat
65,52,20,5.96,20.03,Sandy,19.6,64.26,2625.17,Rabi,Canal,Wheat
126,38,102,5.19,22.59,Clay,31.79,74.27,339.94,Zaid,Canal,Millet
107,81,77,6.87,43.02,Silt,26.67,73.2,1283.84,Rabi,Sprinkler,Sugarcane
148,60,45,7.61,15.85,Silt,31.88,47.27,2332.23,Rabi,Sprinkler,Rice
158,51,88,5.75,19.39,Sandy,27.72,51.32,2297.63,Kharif,Sprinkler,Rice
138,40,68,4.6,36.4,Loamy,26.37,85.04,605.38,Zaid,Drip,Millet
104,72,76,5.36,12.19,Sandy,19.62,80.93,750.83,Zaid,Canal,Maize
23,35,65,7.23,16.35,Clay,21.86,45.42,1729.72,Kharif,Drip,Rice
90,27,60,8.46,53.17,Loamy,36.62,65.22,2115.91,Rabi,Drip,Rice
130,66,38,4.55,52.31,Sandy,27.28,36.44,2306.39,Zaid,Drip,Rice
69,16,94,5.72,27.39,Clay,25.73,69.23,1937.54,Zaid,Rainfed,Rice
159,57,11,4.75,27.4,Clay,11.59,67.28,2392.73,Zaid,Drip,Sugarcane
114,89,15,5.77,56.83,Loamy,30.13,45.84,1431.66,Kharif,Drip,Sugarcane
111,69,40,6.12,11.29,Sandy,30.58,55.31,1769.7,Zaid,Rainfed,Rice
84,42,63,8.18,39.01,Sandy,30.72,76.94,1413.05,Kharif,Canal,Millet
66,12,97,4.82,39.87,Clay,12.74,45.33,2330.65,Zaid,Drip,Tomato
125,13,49,7.61,49.39,Silt,19.01,76.1,689.47,Zaid,Sprinkler,Wheat
149,13,26,6.08,57.59,Silt,21.14,48.98,906.74,Zaid,Canal,Tomato
125,51,14,7.75,27.79,Loamy,34.79,80.37,2543.13,Rabi,Canal,Rice
43,18,11,6.55,31.89,Sandy,39.42,31.83,2200.3,Rabi,Drip,Rice
23,60,67,4.66,43.56,Silt,22.44,45.49,2258.48,Zaid,Rainfed,Rice
127,26,21,8.28,58.36,Loamy,26.63,40.66,477.55,Rabi,Canal,Millet
38,26,14,4.83,54.54,Clay,10.22,83.43,1556.34,Kharif,Drip,Maize
59,29,115,6.89,43.35,Silt,10.26,55.71,1780.15,Kharif,Canal,Wheat
69,23,69,8.01,52.84,Sandy,12.24,62.74,2383.78,Zaid,Rainfed,Wheat
94,31,50,4.82,14.26,Clay,31.58,44.52,1382.25,Rabi,Canal,Potato
31,61,29,6.72,28.86,Sandy,15.34,37.7,1713.99,Rabi,Rainfed,Wheat
46,36,81,7.8,10.65,Clay,32.74,65.89,867.33,Zaid,Sprinkler,Pulses
132,52,10,8.45,18.87,Sandy,22.96,47,2529.94,Rabi,Drip,Rice
68,12,65,7.4,41.52,Loamy,35.5,85.73,2758.89,Kharif,Canal,Rice
149,17,79,5.61,54.28,Sandy,36.11,58.58,1499.65,Rabi,Rainfed,Sugarcane
79,19,65,7.3,41.64,Sandy,36.39,38.29,1424.3,Zaid,Canal,Barley
49,38,63,7.32,43.21,Clay,26.31,31.43,1119.14,Zaid,Sprinkler,Wheat
103,49,20,7.3,15.19,Sandy,33.66,43.94,947.11,Kharif,Canal,Tomato
47,74,12,7.92,43.24,Sandy,29.86,49.2,1749.46,Rabi,Canal,Rice
44,30,104,4.85,32.72,Sandy,15.6,42.42,672.55,Rabi,Canal,Cotton
115,33,37,4.93,42.57,Clay,21.45,51.94,1850.09,Zaid,Rainfed,Rice
144,82,116,7.06,26.31,Silt,38.87,82.74,1771.69,Zaid,Canal,Rice
29,69,14,8.32,39.07,Silt,33.18,32.88,2143.38,Zaid,Drip,Rice
61,35,99,6.36,31.2,Silt,17.89,78.07,832.08,Rabi,Canal,Wheat
59,18,25,8.34,37.93,Sandy,18.43,55.55,2165.49,Rabi,Drip,Wheat
96,29,40,8.25,17.35,Loamy,17.63,84.39,247.39,Rabi,Sprinkler,Wheat
124,65,37,8.11,29.79,Loamy,19.86,70.02,1696.4,Kharif,Canal,Wheat
137,45,16,8.14,28.71,Clay,37.85,39.9,2563.4,Kharif,Drip,Rice
61,45,111,8.09,46.82,Silt,23.01,87.57,2237.85,Kharif,Sprinkler,Rice
66,82,18,7.78,45.32,Sandy,20.93,39.28,2582.33,Kharif,Sprinkler,Rice
41,31,48,7.28,55.44,Clay,17.18,50.18,615.37,Zaid,Canal,Wheat
126,10,108,4.6,41.6,Sandy,36.77,88.73,2212.9,Zaid,Canal,Rice
46,78,52,5.03,25.73,Clay,38.72,42.71,1513.41,Rabi,Canal,Rice
60,82,36,5.04,49.16,Silt,19.71,67.87,1104.87,Zaid,Rainfed,Potato
99,46,85,4.59,34.85,Sandy,28.5,88.65,1196.14,Zaid,Drip,Barley
108,81,98,4.97,19.67,Silt,38.75,71.34,485.44,Kharif,Drip,Millet
85,22,116,8.18,47.37,Silt,24.98,69.77,2151.47,Zaid,Sprinkler,Rice
31,52,102,7.16,16.63,Sandy,24.06,67.29,1969.31,Rabi,Drip,Rice
92,46,104,5.75,18.91,Silt,25.83,63.33,627.34,Zaid,Drip,Millet
95,83,107,7.67,47.94,Clay,11,86.95,1723.82,Rabi,Rainfed,Wheat
109,34,42,6.45,48.51,Clay,19,62.63,563.08,Zaid,Rainfed,Wheat
29,30,100,5.07,49.54,Clay,30.97,69.8,1077.37,Kharif,Rainfed,Barley
115,50,65,8.04,24.67,Silt,39,74.33,323.54,Zaid,Drip,Millet
39,82,11,5.85,53.33,Sandy,27.06,61.66,1939,Kharif,Drip,Rice
58,51,23,7.3,46.13,Silt,15.71,83.26,234.82,Kharif,Sprinkler,Wheat
79,51,22,5.66,51.7,Silt,22.8,31.37,930.06,Zaid,Sprinkler,Tomato
85,11,33,6.5,45.43,Clay,24.7,53.72,946.75,Rabi,Sprinkler,Potato
84,77,78,7.77,38.98,Sandy,14.57,67,2295.4,Kharif,Drip,Wheat
143,17,43,5.13,15.47,Loamy,19.88,31.14,1461.76,Zaid,Canal,Sugarcane
149,70,96,8.41,45.55,Loamy,23.35,86.21,1805,Zaid,Rainfed,Rice
76,23,28,4.78,44.52,Sandy,17.86,79.58,897.46,Kharif,Rainfed,Sugarcane
97,86,39,6.64,25.62,Sandy,20.62,43.14,1733.36,Zaid,Canal,Rice
48,30,58,8.16,46.79,Clay,18.29,49.91,617.77,Zaid,Rainfed,Wheat
34,33,52,8.28,37.52,Sandy,28.38,70.63,2978.61,Rabi,Sprinkler,Rice
31,59,25,5.43,37.97,Sandy,27.36,50.46,1647.53,Zaid,Rainfed,Rice
120,54,61,5.08,28.38,Silt,26.55,81.41,2662.26,Rabi,Drip,Rice
103,73,113,7.4,15.84,Silt,12.9,44.91,495.94,Zaid,Canal,Wheat
144,73,107,4.67,20.85,Loamy,15.51,79.1,1853.18,Rabi,Rainfed,Sugarcane
122,35,58,6.44,48.44,Clay,13.32,57.88,2078.94,Rabi,Sprinkler,Wheat
43,41,20,7.69,23.57,Clay,11.9,57.2,2409.07,Rabi,Drip,Wheat
157,66,87,6.74,10.11,Sandy,17.4,40.11,1560.57,Zaid,Canal,Wheat
129,62,56,5.25,59.85,Clay,15.84,89,301.03,Zaid,Canal,Potato
97,42,88,6.45,20.53,Loamy,31.75,50.69,931.33,Zaid,Rainfed,Cotton
120,61,44,8.19,42.77,Silt,30.88,42.28,985.71,Kharif,Drip,Sugarcane
147,27,80,6.97,56.35,Loamy,16.04,31.95,1091.62,Rabi,Rainfed,Wheat
77,44,38,7.39,39.99,Loamy,14.97,59.61,458.17,Rabi,Canal,Wheat
95,21,117,5.85,49.95,Sandy,14.35,31.94,201.77,Kharif,Sprinkler,Cotton
55,60,63,5.25,58.82,Silt,19.6,57.32,1655.13,Kharif,Canal,Tomato
41,19,95,5.52,53.02,Sandy,18.83,84.16,2262.99,Rabi,Canal,Potato
146,61,32,6.63,37.9,Loamy,10.86,59.88,844.29,Kharif,Drip,Wheat
99,43,33,5.62,28.19,Loamy,27.04,32.6,2142.65,Kharif,Drip,Rice
119,76,108,6.67,34.12,Clay,36.94,45.86,2247.14,Kharif,Drip,Rice
115,48,19,7.33,52.09,Clay,26.17,32.92,1351.47,Rabi,Sprinkler,Sugarcane
37,17,70,7.44,52.67,Clay,11.91,82.92,1670.13,Zaid,Drip,Wheat
57,38,17,5.16,52.29,Clay,27.99,44.41,1079.19,Kharif,Drip,Barley
128,31,57,7.5,39.86,Loamy,24.55,33.9,1250.63,Rabi,Drip,Sugarcane
142,79,85,7.19,33.85,Clay,37.21,87.87,1849.5,Kharif,Rainfed,Rice
123,70,102,4.55,25.57,Silt,20.9,59.23,1213.37,Rabi,Sprinkler,Sugarcane
159,52,38,4.74,10.17,Loamy,32.56,54.34,1603.05,Kharif,Drip,Rice
100,58,96,7.08,48.22,Loamy,11.15,85.62,2282.54,Zaid,Drip,Wheat
106,38,35,6.03,23.85,Silt,31.64,61.85,2900.89,Rabi,Rainfed,Rice
80,40,46,5.08,26.48,Sandy,11.25,46.89,2694.96,Zaid,Canal,Cotton
65,62,105,4.68,52.17,Clay,20.34,77.52,2760.6,Zaid,Canal,Rice
51,43,61,5.14,12.61,Loamy,38.44,46.31,2751.41,Rabi,Canal,Rice
34,47,47,8.33,56.38,Silt,31.1,56.57,876.29,Rabi,Canal,Wheat
63,66,15,7.41,10.07,Sandy,37.75,78.19,2849.95,Kharif,Sprinkler,Rice
73,13,17,6.61,56.96,Sandy,24.88,85.89,822.62,Kharif,Drip,Barley
63,11,26,8.27,32.74,Silt,28.19,66.35,2619.8,Kharif,Drip,Rice
117,21,85,6.98,15.11,Loamy,25.53,60.29,1827.04,Rabi,Rainfed,Rice
24,44,71,7.4,43.71,Loamy,24.37,34.57,2548.34,Rabi,Canal,Rice
128,79,95,5.63,54.79,Clay,27.35,67.02,2950.23,Rabi,Drip,Rice
46,81,87,6.86,31.9,Clay,11.17,49.6,2651.97,Zaid,Sprinkler,Wheat
135,30,43,5.07,44.57,Silt,15.57,60.87,2486.21,Rabi,Rainfed,Sugarcane
106,70,28,6.12,58.97,Silt,16.44,74.68,778.21,Zaid,Sprinkler,Wheat
123,44,79,4.63,22.04,Loamy,21.49,68.41,2607.74,Kharif,Drip,Rice
142,57,91,5.37,51.02,Loamy,23.04,35.82,664.12,Zaid,Drip,Tomato
98,24,109,4.8,24.76,Silt,32.19,53.83,1635.61,Kharif,Sprinkler,Rice
62,80,46,6.05,31.32,Silt,14.97,41.97,1606.57,Kharif,Canal,Wheat
116,24,47,7.87,24.09,Sandy,27.1,39.07,1652.48,Rabi,Sprinkler,Rice
50,15,24,6.01,32.3,Sandy,18.17,43.22,2224.81,Zaid,Sprinkler,Wheat
118,77,111,7.83,10.25,Sandy,25.47,85.24,1308.89,Kharif,Drip,Sugarcane
36,31,49,7.13,25.17,Sandy,28.8,72.75,1478.61,Rabi,Drip,Barley
102,41,18,6.54,32.26,Sandy,27.47,84.49,2045.26,Zaid,Canal,Rice
129,31,62,5.45,41.61,Silt,16.46,60.39,2110.64,Rabi,Sprinkler,Sugarcane
51,36,79,8.19,41.87,Clay,31.28,30.07,1425.09,Zaid,Canal,Cotton
54,24,75,4.72,39.19,Silt,29.61,32.07,346,Kharif,Drip,Millet
